GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon Cov) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat Cov) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height Cov) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading Cov) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration Cov) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity Cov) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate Cov) [rad/s];GPS time of week of the navigation epoch (iTOW) [ms];Longitude (lon) [deg];Latitude (lat) [deg];Height above ellipsoid (height) [m];Height above mean sea level (hMSL) [m];Horizontal accuracy estimate (hAcc) [m];Vertical accuracy estimate (vAcc) [m]
1900;126658;13.3735292631469;0.000237440030590432;52.5051755788179;0.000351315612236227;76.6191495916006;7.47446446561951E-05;2.80642433475644;1.79247077208957E-06;-1.33940440036926;0.00550588434064725;2.6533442676698;0.000280757874548639;0.0784780614395205;1.26257421278023E-06;126658000;13.3735642;52.5051988;78.292;36.094;0.851;-1
1900;126658.2;13.3735221701792;0.000240261092311672;52.5051768557663;0.000329854558615551;76.6237913648146;7.66584785700559E-05;2.82647293052195;1.83509803161036E-06;-1.26730985317437;0.00550719821705849;2.38955534445166;0.000281012945279141;0.118579679751618;1.26244414600107E-06;126658200;13.3735571;52.5051996;78.318;36.12;0.869;-1
1900;126658.5;13.3735127449224;0.000245225202261082;52.5051783049796;0.000218429701041918;76.6306805503795;7.96931845573545E-05;2.86944191626006;1.8980759618276E-06;-0.909848987572069;0.00553178909428713;2.05886423598568;0.000281521958055398;0.1694759929405;1.26223697126628E-06;126658500;13.3735502;52.5052026;78.421;36.223;0.895;-1
1900;126658.7;13.373507079733;0.000248378443514724;52.5051790506587;0.000119781804180272;76.6352321565796;8.18332138649042E-05;2.90489088408422;1.93931647127096E-06;-0.679194107441742;0.00567539900178303;1.90118962113286;0.000284631932530484;0.172731868256936;1.27007973217272E-06;126658700;13.3735448;52.5052039;78.445;36.247;0.914;-1
1900;126658.9;13.3735017657571;0.000252329033491925;52.5051796512021;5.93313583942262E-05;76.6397544696;8.40117372033624E-05;2.93774409189411;1.97967775058192E-06;-0.527598706974174;0.00581924215456465;1.78216894157726;0.000286939151043401;0.164656104314837;1.26998762765231E-06;126658900;13.3735402;52.5052041;78.631;36.433;0.933;-1
1900;126659.1;13.373496730735;0.000256402563474999;52.5051800425411;0.000128062381288859;76.6442487091035;8.61802579555534E-05;2.969501879387;2.01896362396493E-06;-0.452297789358151;0.00584012974981959;1.68502993372284;0.000287136486884761;0.150386318839049;1.26983978300608E-06;126659100;13.3735373;52.505207;78.654;36.456;0.954;-1
1900;126659.3;13.3734919312957;0.000260899993888805;52.5051802882594;5.82165234653523E-05;76.6487163180312;8.83468718716329E-05;2.99909061766722;2.05712921360735E-06;-0.409362871913862;0.00584103793938112;1.59912255281127;0.000287784393515041;0.146237048121441;1.26969530163951E-06;126659300;13.3735332;52.5052078;78.715;36.517;0.974;-1
1900;126659.5;13.3734873562338;0.00026534490162206;52.5051806321914;6.2331360099883E-05;76.653157750769;9.05190442881875E-05;3.02801109188301;2.09408690878676E-06;-0.379479685187871;0.0058419374354452;1.52044184830001;0.000288488359387521;0.141448465007315;1.26955660004123E-06;126659500;13.3735289;52.5052075;78.796;36.597;0.995;-1
1900;126659.7;13.3734829871719;0.000270134035015118;52.5051808082179;5.14718541697321E-05;76.657573367664;9.27038476186863E-05;3.05441433215026;2.12980253589566E-06;-0.358410994625525;0.00584323349330395;1.44666108868778;0.000289098967821755;0.119852361959047;1.26941925847079E-06;126659700;13.3735242;52.505207;78.789;36.591;1.017;-1
1900;126659.9;13.3734788315659;0.000274917906628853;52.5051807855229;0.000127569777213618;76.6619628119374;9.49075453368887E-05;3.07315660007042;2.16420347497449E-06;-0.325128280886944;0.00584458141017258;1.3779289102535;0.00028960960052871;0.068218190782313;1.26929003226656E-06;126659900;13.37352;52.5052071;78.794;36.596;1.044;-1
1900;126660.1;13.3734748625839;0.000279848047716053;52.5051807766836;8.46888616654448E-05;76.6663252753833;9.71351362175566E-05;3.08220867179157;2.19724306936283E-06;-0.266637146180652;0.00584640246047911;1.31828326842041;0.000290026859513369;0.0323604102126737;1.26916554310253E-06;126660100;13.3735158;52.5052069;78.798;36.6;1.076;-1
1900;126660.3;13.3734710427413;0.000284811653725457;52.505180786137;7.31139813946085E-05;76.6706600869631;9.93902544445161E-05;3.08848626302564;2.2288559090606E-06;-0.186031482579411;0.00584784888641105;1.27276930459798;0.000290467979464458;0.0315611030738462;1.2690506127047E-06;126660300;13.3735126;52.5052074;78.804;36.606;1.117;-1
1900;126660.5;13.3734673426834;0.000289793290251646;52.5051807863591;4.94065645841247E-324;76.6749667375768;0.000101676183866076;3.09458666175679;2.25900924653856E-06;-0.0991913148185667;0.00584815417596763;1.24419001801659;0.000291007790781728;0.0286817532394333;1.26894474814643E-06;126660500;13.3735084;52.5052067;78.862;36.664;1.159;-1
1900;126660.7;13.3734637001776;0.00029502982487737;52.5051806680821;4.94065645841247E-324;76.6792444291233;0.000103996135784306;3.09811365977238;2.28766533065171E-06;-0.00865035430208388;0.00584829090600773;1.23327498311103;0.000291562425718799;0.00480523084088383;1.26884877841252E-06;126660700;13.3735037;52.5052054;78.933;36.735;1.196;-1
1900;126660.9;13.3734600584255;0.000299771244073093;52.5051805926495;4.94065645841247E-324;76.683492683524;0.000106352885534232;3.09644998766092;2.314778474994E-06;0.0986094383267083;0.00584890983594803;1.24187609898485;0.000292071155055122;-0.0195872972991319;1.26876242999569E-06;126660900;13.373501;52.5052052;79.053;36.855;1.237;-1
1900;126661.1;13.3734563526468;0.000304847887070219;52.5051805273913;3.89211226174279E-06;76.687711010833;0.000108748367609941;3.09063943504736;2.34031154450321E-06;0.223709121934621;0.00585014571647343;1.27396651268069;0.00029253168934757;-0.0330395536548244;1.26868814097502E-06;126661100;13.3734974;52.5052051;79.123;36.925;1.28;-1
1900;126661.3;13.3734525171821;0.000310199465178705;52.5051804875948;1.62555867562766E-05;76.6919000362307;0.000111183579632953;3.08255258142667;2.36424177891327E-06;0.333970562425078;0.0058511741637551;1.33034729840817;0.000293041836570794;-0.0478976173727822;1.26862546451226E-06;126661300;13.3734931;52.5052042;79.21;37.011;1.32;-1
1900;126661.5;13.3734484923512;0.00031529995650326;52.5051805495136;3.89578291672018E-05;76.6960605362476;0.000113659517410183;3.07062245677357;2.38653719545135E-06;0.38553871726263;0.00585099629244218;1.40363475564869;0.000293654893166221;-0.0684398997261829;1.26856791688541E-06;126661500;13.3734886;52.5052036;79.173;36.974;1.335;-1
1900;126661.7;13.3734442494393;0.000320503118520915;52.5051805290089;4.94065645841247E-324;76.7001931230856;0.000116177409760952;3.05551071891403;2.40718379758301E-06;0.356577195576369;0.00585157590949295;1.47909496882889;0.000294261533204297;-0.0814555022904548;1.26862201635427E-06;126661700;13.3734846;52.5052031;79.251;37.053;1.363;-1
1900;126661.9;13.3734398005065;0.000326015075466995;52.5051805524064;8.09527436081493E-05;76.7042988469876;0.000118738361627773;3.03794988052016;2.42638542656098E-06;0.272418819838274;0.00585213859902723;1.54258002306095;0.000294802001284452;-0.0915363528438613;1.26857294263185E-06;126661900;13.3734794;52.5052022;79.275;37.077;1.392;-1
1900;126662.1;13.3734352041259;0.00033122035684767;52.5051806835492;0.000136659014714979;76.7083785777386;0.000121342950990994;3.01899460808926;2.44386159242882E-06;0.174955714282143;0.00585317632694558;1.58720796588026;0.000295306554955023;-0.0969507873577271;1.268536072763E-06;126662100;13.3734743;52.5052019;79.308;37.11;1.421;-1
1900;126662.3;13.3734305071954;0.000336611427919467;52.5051809611803;9.5001811217418E-05;76.7124335719494;0.000123991117550086;2.99953752058662;2.4595997653147E-06;0.0979001122394169;0.00585371261301494;1.61398614635405;0.00029583872125077;-0.099004072199857;1.26851145766533E-06;126662300;13.3734692;52.5052027;79.23;37.031;1.45;-1
1900;126662.5;13.3734257668989;0.000341903771399677;52.505181288654;0.000131791266221052;76.7164655115751;0.000126683005828945;2.97978700486442;2.47355295418541E-06;0.0539640744400237;0.00585404543145702;1.62865992355961;0.000296415059183917;-0.0958382270383412;1.26849889990086E-06;126662500;13.3734655;52.5052017;79.325;37.126;1.533;-1
1900;126662.7;13.3734210114904;0.000347359556439428;52.5051815614027;0.000110748395763036;76.7204762909592;0.000129419158493073;2.95960562413826;2.48572999125144E-06;0.0276570627376914;0.00585444229790196;1.63674298709269;0.000297007171288112;-0.106901572561735;1.26849714993508E-06;126662700;13.3734614;52.5052008;79.361;37.163;1.577;-1
1900;126662.9;13.373416255897;0.00035296561624809;52.5051819980914;0.000128864531840562;76.7244682414949;0.000132200159165362;2.93769282400164;2.49613750125234E-06;-0.0052979361075479;0.00585497773763162;1.63925886982945;0.000297570454461679;-0.107785646908341;1.26850900345822E-06;126662900;13.3734583;52.5052007;79.374;37.176;1.62;-1
1900;126663.1;13.373411521576;0.000358761104216145;52.5051824264515;0.000140002009938864;76.7284438455983;0.000135026239274543;2.91498529226957;2.50474361387583E-06;-0.0654721885985366;0.00585595371504423;1.63280940619315;0.00029805963000546;-0.116522964633869;1.26852739497427E-06;126663100;13.3734563;52.5051998;79.522;37.323;1.658;-1
1900;126663.3;13.3734068395625;0.000364342159909569;52.505182861835;0.000105713962679295;76.7324057129067;0.00013789715117737;2.89269697250241;2.51156251630347E-06;-0.166218645782909;0.0058566882761213;1.61028749797332;0.00029856432446127;-0.110804123517808;1.26856617546745E-06;126663300;13.3734536;52.5051994;79.622;37.423;1.699;-1
1900;126663.5;13.3734022855403;0.000369723187494556;52.505183433587;0.000105485953354271;76.7363564184954;0.000140812940992475;2.87073400821859;2.51661587604779E-06;-0.290547277270082;0.00585671037897397;1.56474470446081;0.00029910887974214;-0.097716417920601;1.26861072048323E-06;126663500;13.3734503;52.5051975;79.818;37.619;1.74;-1
1900;126663.7;13.3733979108075;0.000375305637123458;52.5051840522444;0.000102495311499364;76.7402986986772;0.00014377411312308;2.85549030615781;2.51988222251358E-06;-0.393663042004284;0.00585676980984271;1.49549282552888;0.000299609225500101;-0.0585595893481781;1.26866556970607E-06;126663700;13.3734457;52.5051967;79.849;37.651;1.77;-1
1900;126663.9;13.37339377734;0.000380929122425368;52.505184678643;8.64385063673735E-05;76.744235242679;0.000146781281022972;2.84617700114398;2.52137890785822E-06;-0.427607322854715;0.00585774146924968;1.41190261707221;0.000300025314119389;-0.0439126835980408;1.26873473659234E-06;126663900;13.3734438;52.5051937;80.257;38.059;1.785;-1
1900;126664.1;13.3733898973258;0.000386431520623252;52.5051852985936;0.000165349607450289;76.7481688156919;0.000149834786440104;2.83736507042237;2.52112210081619E-06;-0.368451427837366;0.00585883418810565;1.33076308362049;0.000300413187054398;-0.0429297437373906;1.26880954807459E-06;126664100;13.3734425;52.5051881;81.111;38.913;1.802;-1
1900;126664.3;13.3733862246357;0.000392200137576362;52.505185943903;0.000144257258045526;76.7521029610421;0.000152934566560796;2.82891743890321;2.51910850970293E-06;-0.244597808957262;0.0058593978787301;1.26886683004033;0.000300839461014754;-0.0425612728087035;1.26889658520081E-06;126664300;13.3734402;52.5051862;81.402;39.203;1.831;-1
1900;126664.5;13.3733826966776;0.000398048361081697;52.5051864636345;0.000102078853757178;76.7560417944106;0.000156080858771291;2.82069598492234;2.51539337436379E-06;-0.120824406100161;0.00585968892079195;1.23282890089771;0.000301322273427691;-0.0398751786306886;1.26899268293627E-06;126664500;13.3734375;52.5051853;81.567;39.369;1.86;-1
1900;126664.7;13.3733792437857;0.000404444226570224;52.5051869646345;0.000109808527107152;76.7599888348492;0.000159274338085871;2.81266488373709;2.50996872875473E-06;-0.0411160740989726;0.00585975113968173;1.21750790071853;0.000301835173999933;-0.0412292403468061;1.26909692712291E-06;126664700;13.3734332;52.5051862;81.572;39.373;1.887;-1
1900;126664.9;13.373375827807;0.000410702414505692;52.5051875730578;0.00015374241667532;76.7639478219568;0.000162515780858922;2.8049258137739;2.5028134484372E-06;-0.00991947891155572;0.00585988183936335;1.21310370214534;0.000302310992328769;-0.0404429735146612;1.26920805234592E-06;126664900;13.3734298;52.5051844;81.87;39.672;1.913;-1
1900;126665.1;13.3733724361148;0.000416963243381899;52.5051881617095;0.000183868082068749;76.7679223965875;0.00016580569732554;2.79685437121552;2.49395184597554E-06;-0.00612861768339308;0.00586008653473661;1.2117166862502;0.000302720682357377;-0.0348204052775349;1.26933032196861E-06;126665100;13.3734276;52.5051824;82.277;40.078;1.936;-1
1900;126665.3;13.3733690475365;0.000423488921714005;52.5051886889168;0.000164777473677496;76.7719162956509;0.000169144204066719;2.79013710495336;2.48341790928852E-06;-0.00694624917719432;0.00586091638455504;1.21037843316935;0.000303081844188241;-0.0324471766222186;1.26946376904028E-06;126665300;13.3734247;52.5051816;82.538;40.339;1.964;-1
1900;126665.5;13.3733656651569;0.000430268341416922;52.5051892324549;0.000209821328283639;76.7759330919466;0.000172531670834182;2.78418458997279;2.47127618889287E-06;0.00637801375537964;0.00586126179490746;1.20982785015509;0.000303481495544115;-0.0299283740417104;1.2696050747119E-06;126665500;13.3734217;52.5051812;82.724;40.526;1.995;-1
1900;126665.7;13.3733622877973;0.000436922817329017;52.5051898418921;0.000177916571041415;76.7799764753833;0.000175968842291583;2.77813829806159;2.45754503229445E-06;0.0595383192610627;0.0058614054187333;1.21555355985376;0.000303896560211715;-0.0318382432911339;1.2697532583334E-06;126665700;13.3734185;52.5051808;82.918;40.72;2.023;-1
1900;126665.9;13.3733588817137;0.000443768008718871;52.5051904733262;0.000211832626995644;76.7840502215072;0.00017945651698605;2.77224466415808;2.44226576184005E-06;0.176488815622431;0.00586146058613629;1.23789546031999;0.000304287052555267;-0.0291452846268605;1.26990899871489E-06;126665900;13.3734156;52.505179;83.283;41.084;2.032;-1
1900;126666.1;13.3733553891819;0.000450495822539164;52.505191140886;0.000252456277651682;76.7881578903876;0.00018299520459806;2.76517644499134;2.42547800304238E-06;0.36456606424871;0.00586170320232049;1.2908825385607;0.000304627197334709;-0.0382144737743238;1.27007165056692E-06;126666100;13.3734113;52.5051793;83.273;41.075;2.05;-1
1900;126666.3;13.3733516919726;0.000457559428600003;52.5051918081721;0.000211209207404334;76.7923032517586;0.000186585007093817;2.75740650182241;2.40724693858784E-06;0.610047950846878;0.00586238687092001;1.38751652043963;0.000304962781593216;-0.0396306042280499;1.27024002324154E-06;126666300;13.3734077;52.5051781;83.557;41.358;2.062;-1
1900;126666.5;13.3733476785464;0.00046464040534468;52.5051926115575;0.000254757505431679;76.7964900604023;0.00019022625197429;2.74892390629033;2.38762750825484E-06;0.897949503878626;0.00586258863976969;1.53771755877361;0.000305350514269165;-0.0427201075008138;1.27041243406002E-06;126666500;13.373405;52.5051786;83.621;41.422;2.071;-1
1900;126666.7;13.3733431734095;0.000471758151914416;52.5051936072087;0.000291056229594134;76.8007216270787;0.000193919614312908;2.7401331844275;2.36666202431484E-06;1.20329700315288;0.00586253359405984;1.74793046578515;0.000305751692127229;-0.0432295572768614;1.27058848107788E-06;126666700;13.3734014;52.5051788;83.75;41.551;2.096;-1
1900;126666.9;13.3733380545201;0.000478553696400601;52.5051948420088;0.000298902583552946;76.8050013874119;0.000197665820425319;2.73277769301053;2.34440582819787E-06;1.46990888736935;0.00586277585071206;2.0164953297864;0.00030612378029439;-0.03337086311874;1.2707674575846E-06;126666900;13.3733974;52.5051799;83.813;41.615;2.131;-1
1900;126667.1;13.3733321371143;0.000485498012776781;52.5051961356101;0.000309298252518851;76.8093327512071;0.000201465323379343;2.72674354987894;2.32093460437888E-06;1.63366587532171;0.00586355952125087;2.32893840021835;0.000306501544876421;-0.0256576099503964;1.27094728893063E-06;126667100;13.3733931;52.5051791;84.157;41.959;2.159;-1
1900;126667.3;13.3733253544783;0.000492195311521161;52.5051977016401;0.000330938529407407;76.8137184195635;0.000205318198971582;2.7230250343004;2.29630309545126E-06;1.65892046317324;0.00586360334888872;2.66073181607739;0.000306866236569134;-0.0127849539951789;1.27112843400347E-06;126667300;13.3733881;52.5051755;84.602;42.403;2.188;-1
1900;126667.5;13.3733176553674;0.00050168429609045;52.5051995539454;0.000287494699614156;76.8181610758422;0.00020922474034048;2.72287078788835;2.27056494663525E-06;1.52246408996782;0.00586391257147867;2.98176775962016;0.000307183362960475;0.0118527731361143;1.27130871145347E-06;126667500;13.373384;52.5051737;84.785;42.587;2.212;-1
1900;126667.7;13.3733091616015;0.000508076374446148;52.5052016340445;0.000373116315153099;76.8226628245849;0.000213185575798038;2.72636143753183;2.24381853836001E-06;1.22164779531705;0.00586398821499862;3.25873705957175;0.000307508652399286;0.0174420497712408;1.27148512357491E-06;126667700;13.3733734;52.5051809;84.232;42.033;2.198;-1
1900;126667.9;13.3732999915835;0.000514538164517108;52.5052037542414;0.00034859731750038;76.8272255644299;0.000217201391325975;2.73110460820474;2.21611963438084E-06;0.811717435487745;0.00586416742672326;3.46307418172714;0.000307832915047057;0.0317926315578808;1.27165777074444E-06;126667900;13.3733622;52.5051838;84.083;41.885;2.194;-1
1900;126668.2;13.3732854012021;0.00052464562735922;52.5052071327024;0.000276161994014555;76.8341870312056;0.000223329056904226;2.74502179885878;2.17297745563899E-06;0.272226977828602;0.00586487211987587;3.61878745092962;0.000308321524966291;0.0543298924482366;1.27190786174091E-06;126668200;13.3733464;52.5051847;84.323;42.124;2.201;-1
1900;126668.4;13.3732753946613;0.000532031850172299;52.5052093857496;0.000313093477439649;76.8389077959475;0.0002274836689663;2.75568548719824;2.1432231867969E-06;0.116138279142573;0.00586509852620328;3.65458651414317;0.000308663248463813;0.0563026304033929;1.27206490117203E-06;126668400;13.3733356;52.5051857;84.525;42.326;2.197;-1
1900;126668.6;13.373265277748;0.000539763240991387;52.5052115319232;0.000327667496750777;76.8436940074926;0.000231694433141794;2.7668282475532;2.11272683300493E-06;0.108680118393832;0.00586481467926964;3.67530730372826;0.000308999834294779;0.0626210950574215;1.27222185927032E-06;126668600;13.373325;52.5051866;84.693;42.494;2.191;-1
1900;126668.8;13.373255055305;0.000547642940743362;52.5052137008228;0.000295260387524528;76.8485470665364;0.00023596209149496;2.77763939316155;2.08152363528767E-06;0.174586177744229;0.00586484836849499;3.70284745917635;0.00030928930213473;0.0498066638355846;1.2723694171929E-06;126668800;13.3733133;52.505192;84.15;41.951;2.187;-1
1900;126669;13.3732446970118;0.000555825887562396;52.5052157360864;0.000344620639014078;76.8534681029547;0.000240287322093632;2.78660260144976;2.04967673840374E-06;0.259882587172947;0.00586534889856018;3.74631820101264;0.000309527116434524;0.0336958642433027;1.27251205542336E-06;126669000;13.3733017;52.5051953;83.939;41.74;2.188;-1
1900;126669.2;13.3732341775065;0.000564190679358034;52.5052177988033;0.000394463867356244;76.8584586028639;0.000244670485405803;2.79224753504109;2.01725674952058E-06;0.342254396762677;0.0058658801089964;3.80654572729506;0.000309773242538939;0.0246043414596778;1.2726423324798E-06;126669200;13.3732899;52.5051988;83.733;41.534;2.187;-1
1900;126669.4;13.3732234404385;0.000572808722408112;52.5052198783148;0.000396699409907537;76.8635198181814;0.000249111875464816;2.7972523243457;1.98432343644172E-06;0.415214504411187;0.00586605497334651;3.88262960471965;0.000310070858588944;0.0221238791722426;1.27277008762854E-06;126669400;13.3732783;52.5052016;83.711;41.513;2.182;-1
1900;126669.6;13.3732124524245;0.000581695406329668;52.505221949691;0.000395356307831773;76.8686527164472;0.00025361217743148;2.80133745725838;1.95092116986029E-06;0.462293743086752;0.00586604107814232;3.97088145818345;0.000310418323189618;0.0252198128879276;1.27288753907069E-06;126669600;13.3732655;52.5052064;83.54;41.341;2.181;-1
1900;126669.8;13.3732012043514;0.000590466673090975;52.5052240224754;0.000410097031949961;76.8738584233559;0.000258172305535194;2.80522854565689;1.91707622629692E-06;0.471494807342684;0.00586587432511539;4.06509325410353;0.00031078649985973;0.0169443112130608;1.27300031096062E-06;126669800;13.373253;52.5052116;83.077;40.878;2.18;-1
1900;126670;13.3731896768647;0.000599305580035269;52.5052262061825;0.000441024441402535;76.8791380487834;0.000262793134436009;2.80787080989751;1.88281285695667E-06;0.416699204232201;0.00586584400785252;4.15519807213073;0.000311136445502881;0.0110321047123926;1.27311966188168E-06;126670000;13.3732389;52.505216;82.699;40.501;2.182;-1
1900;126670.2;13.3731779075175;0.000608560208934337;52.5052283769781;0.00044109803132555;76.884492408639;0.000267475250856904;2.8092466496466;1.84816087858604E-06;0.284174872783973;0.00586602744041071;4.22650415026873;0.00031145669763766;-0.00155180492122204;1.27323174974899E-06;126670200;13.3732264;52.5052201;82.564;40.365;2.183;-1
1900;126670.4;13.3731659776103;0.000617938976202797;52.5052305810874;0.000501691585462345;76.889921773792;0.000272219167244556;2.80821101560074;1.8132144188246E-06;0.0969184621230865;0.00586611556394502;4.26519602546569;0.000311780046667933;-0.00484723101673932;1.27332125794449E-06;126670400;13.3732141;52.5052249;82.282;40.083;2.183;-1
1900;126670.6;13.3731540235451;0.000627026200795357;52.5052326808893;0.000508585100280725;76.8954266902652;0.000277025708001005;2.80651150822226;1.77800803299986E-06;-0.0970405530119224;0.00586630612092954;4.26488164028178;0.00031214290046343;-0.0120155389102691;1.27340987356385E-06;126670600;13.3732014;52.5052302;81.878;39.679;2.184;-1
1900;126670.8;13.3731421176116;0.000636253318505856;52.5052349332678;0.000534058396682381;76.901007340485;0.000281895849867139;2.80335506968284;1.74260264500809E-06;-0.251998096018509;0.00586632486488292;4.2289168436167;0.000312536174578816;-0.0179754072354247;1.27350560183867E-06;126670800;13.3731891;52.5052336;81.72;39.522;2.185;-1
1900;126671;13.3731303592377;0.000645935573996887;52.5052370900823;0.000515881510650155;76.906663000955;0.000286830456811547;2.79852323321979;1.70697361197804E-06;-0.309324289976463;0.0058665816039252;4.17066453257359;0.000312886054933634;-0.0318909118829598;1.27360089735188E-06;126671000;13.3731775;52.5052384;81.477;39.278;2.198;-1
1900;126671.2;13.3731187745569;0.000656149113480681;52.5052392348748;0.000531688059755581;76.9123933208354;0.000291830040858148;2.79006153795609;1.67119985041427E-06;-0.25079013579562;0.00586677576307446;4.1128724749185;0.000313205201694589;-0.0513382455285946;1.27368912672844E-06;126671200;13.3731654;52.5052411;81.321;39.122;2.214;-1
1900;126671.4;13.3731074087553;0.000666019688977158;52.5052415008935;0.000627648873777346;76.9181979748362;0.000296894983611815;2.77565444334795;1.63532785744199E-06;-0.105449386311849;0.00586679507676928;4.07625590022858;0.000313515258781089;-0.0929800099746407;1.27376986853828E-06;126671400;13.3731561;52.5052445;81.282;39.083;2.221;-1
1900;126671.6;13.3730961608538;0.000676012015868935;52.5052436872471;0.000646977338048502;76.9240759473155;0.00030202592888193;2.7519120260607;1.5994349171878E-06;0.0536177581704412;0.00586676914777583;4.07147843198881;0.000313816739704945;-0.139905042567329;1.27383476978747E-06;126671600;13.3731464;52.505249;80.995;38.796;2.226;-1
1900;126671.8;13.3730850096675;0.000685789414165548;52.5052462095879;0.000700557658690007;76.9300269383111;0.000307223629713926;2.71799142516128;1.56355693758092E-06;0.182260484325336;0.00586669562658953;4.09570790489825;0.0003141096155487;-0.194179751427889;1.27389876035021E-06;126671800;13.3731358;52.5052532;80.723;38.524;2.241;-1
1900;126672;13.3730739531398;0.000695007082103353;52.5052491369019;0.000740460960510421;76.9360500556659;0.000312488698992778;2.67279233403916;1.52775523497537E-06;0.267790395619563;0.00586675445157469;4.14148759630239;0.000314383532358475;-0.255001156089341;1.27395856495534E-06;126672000;13.3731244;52.5052573;80.556;38.357;2.259;-1
1900;126672.3;13.3730576376879;0.000708121988881091;52.5052542770784;0.000828953791657053;76.9452182658958;0.000320513074870258;2.57912334673747;1.4742790482528E-06;0.323759949481006;0.00586698821770443;4.23191482780758;0.000314774313093779;-0.360010050268739;1.27404837652239E-06;126672300;13.3731115;52.5052632;80.342;38.143;2.287;-1
1900;126672.6;13.3730419930867;0.000719539529648103;52.5052604860664;0.000904155854448376;76.9545449066518;0.000328689999785794;2.46173387524492;1.42124851976916E-06;0.32625814026442;0.00586635164460517;4.33044607005473;0.000315154227234255;-0.415914174214378;1.2741460032857E-06;126672600;13.3731044;52.5052697;80.033;37.834;2.313;-1
1900;126672.8;13.3730321662198;0.000725702397443331;52.5052653272126;0.00094896762788892;76.9608496384686;0.000334226518689385;2.37469246246099;1.38621261922291E-06;0.3262647927439;0.00586658516678732;4.39565829668004;0.000315358853552218;-0.453882584296231;1.27419066160538E-06;126672800;13.3730987;52.5052741;79.796;37.598;2.327;-1
1900;126673;13.3730230104198;0.000730827553807626;52.5052708746433;0.00102347527182727;76.9672236409713;0.000339831374187744;2.27644714420853;1.35151272549296E-06;0.326576875035276;0.00586664242360961;4.46081777162291;0.000315559975670026;-0.512915773853678;1.27424051426588E-06;126673000;13.3730982;52.5052822;78.846;36.648;2.333;-1
1900;126673.2;13.3730147301184;0.000734860380512537;52.5052770462808;0.00104996485408571;76.9736665769596;0.000345504233403868;2.17200963873189;1.3172076256014E-06;0.339875104419654;0.00586638601560226;4.52721882119126;0.000315731599354096;-0.538035432524509;1.27428488174199E-06;126673200;13.3730944;52.5052884;78.451;36.252;2.34;-1
1900;126673.4;13.3730075132906;0.000737916913777052;52.505283811412;0.00114330220528074;76.980178327439;0.000351244513809168;2.05894882487046;1.28334015093437E-06;0.360378882427785;0.0058663022081839;4.59731493760316;0.000315840320144281;-0.583195384754465;1.27432805158613E-06;126673400;13.3730892;52.505291;78.67;36.471;2.344;-1
1900;126673.6;13.3730015635938;0.000740695264394275;52.5052911172921;0.00116666091849866;76.9867586184699;0.000357051720713217;1.93936759952935;1.24997338171745E-06;0.373234718677865;0.00586518204514417;4.67078875058666;0.000315902825087684;-0.610692157971354;1.27436398250096E-06;126673600;13.37309;52.5052966;78.582;36.383;2.358;-1
1900;126673.8;13.3729970633131;0.000743023805799791;52.505298969689;0.00117130782370433;76.993407083929;0.000362925291758063;1.81701342351286;1.21716149942514E-06;0.393651687220519;0.00586509060808995;4.74710153234188;0.00031586046598258;-0.607539455139229;1.27438750276998E-06;126673800;13.3730936;52.5053036;78.453;36.254;2.364;-1
1900;126674;13.3729941753311;0.000745529632895658;52.5053072360383;0.00116014126350664;77.0001231093384;0.000368864354498865;1.69451040383375;1.18495829884739E-06;0.436213510051442;0.0058667318000887;4.82973420890353;0.000315845692423151;-0.611749796218153;1.27440504744913E-06;126674000;13.3730938;52.5053092;78.598;36.399;2.35;-1
1900;126674.2;13.3729929415554;0.000748589758448534;52.5053156777665;0.00118881782040548;77.0069065458264;0.000374867496556627;1.57715025142346;1.15341509813717E-06;0.500080559769231;0.00586770718816964;4.92291835048389;0.000315991019974555;-0.562773878403457;1.27442365553303E-06;126674200;13.3730884;52.5053218;77.826;35.627;2.301;-1
1900;126674.4;13.3729933095542;0.000753328459288994;52.5053243836111;0.00118697097355842;77.0137562626281;0.000380932932628482;1.47098013073277;1.12256623910388E-06;0.601131274959555;0.00586800866956625;5.03229020999826;0.000316257539800528;-0.497034840069338;1.27443885885166E-06;126674400;13.3730844;52.5053225;79.141;36.942;2.265;-1
1900;126674.6;13.3729951462038;0.000759559847920233;52.5053333367018;0.00124040607217508;77.0206716449933;0.000387058814556034;1.38114966745073;1.09245096947601E-06;0.746183631905265;0.0058680543401372;5.16634683981054;0.0003165472977461;-0.402387404312377;1.27445410857625E-06;126674600;13.3730855;52.5053298;79.347;37.148;2.248;-1
